"company_name","address","company_tax_code","ward_or_commune","district","province_or_city","country","einvoice_contact_name","einvoice_contact_email"
"CÔNG TY CỔ PHẦN THƯƠNG MẠI TỔNG HỢP XUÂN SINH MI MAS","XÓM THƯỢNG,XÃ CỔ LOA, HUYỆN ĐÔNG ANH,THÀNH PHỐ HÀ NỘI , VIỆT NAM","0107046751",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH BƠM VÀ THIẾT BỊ STAC VIỆT NAM","Số 3 ngõ 130 đường Thụy Khuê, Phường Thuỵ Khuê, Quận Tây Hồ, Thành phố Hà Nội, Việt Nam","0108422381","Phường Thuỵ Khuê","Quận Tây Hồ","Hà Nội","Việt Nam","CÔNG TY TNHH BƠM VÀ THIẾT BỊ STAC VIỆT NAM","SONNGOC17121997@GMAIL.COM"
"CÔNG TY TNHH WOOJEON & HANDAN VINA","LÔ F2, KCN QUẾ VÕ MỞ RỘNG, XÃ PHƯƠNG LIỄU, HUYỆN QUẾ VÕ, TỈNH BẮC NINH","2300781164",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH I-BIOMED VIỆT NAM","Số 1 ngõ 319 Vĩnh Hưng, Phường Thanh Trì, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam","0108118624","Phường Thanh Trì","Quận Hoàng Mai","Hà Nội","Việt Nam","CÔNG TY TNHH I-BIOMED VIỆT NAM","PHAMVANTHIENCDHH@GMAIL.COM"
"CÔNG TY TNHH FIVE TECH","Số 34 tổ 9,ngõ 167 đường Giải Phóng,phường Đồng Tâm,quận Hai Bà Trưng,thành phố Hà Nội,Việt Nam","0105957043",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH HWAJANN ENTERPRISE VIỆT NAM","SỐ 3/87 ĐƯỜNG HỒNG BÀNG,PHƯỜNG SỞ DẦU,QUẬN HỒNG BÀNG,THÀNH PHỐ HẢI PHÒNG","0201316941",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY XI MĂNG NGHI SƠN","HẢI THƯỢNG TĨNH GIA THANH HOÁ","2800464741",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"Công Ty TNHH Kỹ Nghệ Nk Việt Nam","Số 234 Phố Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, TP Hà Nội","0106509012",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU VNLOGS","Số nhà 6, ngõ 16 đường Xóm Giữa, Thôn Đông Lai, Xã Liên Hồng, Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam","0107001486","Xã Liên Hồng","Huyện Đan Phượng","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU VNLOGS","TOANVNLOGS@GMAIL.COM"
"CÔNG TY TNHH GIẢI PHÁP TIẾP VẬN INDIBEE VIỆT NAM","Số B16-BT6 Khu đô thị Mỹ Đình 2, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam","0108822090","Phường Mỹ Đình 2","Quận Nam Từ Liêm","Hà Nội","Việt Nam","CÔNG TY TNHH GIẢI PHÁP TIẾP VẬN INDIBEE VIỆT NAM","vantainhuthanh.tthq2@gmail.com;jakop_vu@indibee.vn"
"CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI MÀU XANH","ĐƯỜNG LA DƯƠNG,PHƯỜNG DƯƠNG NỘI,QUẬN HÀ ĐÔNG, HÀ NỘI","0500435312",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH THIẾT BỊ CÔNG NGHIỆP DELTA","Số 815 Đường Nguyễn Văn Linh, Phường Sài Đồng,Quận Long Biên, TP Hà Nội","0102184839",NULL,NULL,NULL,"Việt Nam","CÔNG TY TNHH THIẾT BỊ CÔNG NGHIỆP DELTA","vpdelta184839@gmail.com;vanphongdelta@gmail.com"
"CÔNG TY TNHH CÔNG NGHIỆP TOÀN HƯNG VIỆT NAM","SỐ 10-CN 18-KCN KHAI QUANG-VĨNH YÊN-VĨNH PHÚC","2500223449",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH PIC VIỆT NAM","ĐƯỜNG B1, KHU B, KCN PHỐ NỐI A, VĂN LÂM, HƯNG YÊN","0900254504",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN TÔN KIN HÀ NỘI","Số 28/20 Nguyễn Công Hoan, Ngọc Khánh, Ba Đình, Hà Nội","0101690857",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH MỘT THÀNH VIÊN TAE IL VINA","THÔN PHÙ TẢI 2,XÃ KIM ĐÍNH,HUYỆN KIM THÀNH,TỈNH HẢI DƯƠNG","0801002418",NULL,NULL,NULL,"Việt Nam","CÔNG TY TNHH MỘT THÀNH VIÊN TAE IL VINA","BUIXUANTHANH5525@GMAIL.COM"
"CÔNG TY TNHH MITSUI-SOKO VIỆT NAM","Lô CN 2.10, KCN MP Đình Vũ, Khu nhà cho thuê của Công ty CP đối tác Thái Bình Dương, Phường Đông Hải 2, Quận Hải An, Thành phố Hải Phòng, Việt Nam","0201807202","Phường Đông Hải 2","Quận Hải An","Hải Phòng","Việt Nam","CÔNG TY TNHH MITSUI-SOKO VIỆT NAM","thutrang@mitsuisokovietnam.com"
"CÔNG TY CỔ PHẦN THƯƠNG MẠI & XUẤT NHẬP KHẨU HẢI BÌNH","Số nhà 20, ngõ 214, Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam","0106231695","Phường Phú Diễn","Quận Bắc Từ Liêm","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN THƯƠNG MẠI & XUẤT NHẬP KHẨU HẢI BÌNH","hd.habimex@gmail.com;h.habimex@gmail.com"
"CÔNG TY TNHH M&S VINA","Thôn Nghiên Phấn, Xã Gia Xuyên, Thành phố Hải Dương, Tỉnh Hải Dương, Việt Nam","0800961235","Xã Gia Xuyên","Thành phố Hải Dương","Hải Dương","Việt Nam","CÔNG TY TNHH M&S VINA","QUOCCHUONG84@GMAIL.COM"
"CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ NANIBI VIỆT NAM","Số 05/204/9 Kim Giang, phường Đại Kim, quận Hoàng Mai, TP Hà Nội","0104576870",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"Công Ty Cổ Phần Thương Mại Và Xuất Nhập Khẩu Hà Hưng","Số 2, Ngõ 145, Nguyễn Văn Cừ, Ngọc Lâm , Long Biên, Hà Nội","0102923543",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH XNK THÀNH ĐẠT","KM 4, HẢI YÊN, MÓNG CÁI, QUẢNG NINH","5700446906",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH MÔI TRƯỜNG HTP VIỆT NAM","Xóm 2, Xã Thụy Văn, Từ Liêm, Hà Nội","0104663202",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH HỆ THỐNG ĐIỆN CÔNG NGHIỆP","132 NGUYỄN TUÂN,THANH XUÂN,HN","0100776967",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CHI NHÁNH HÀ NỘI - CÔNG TY TNHH IUM LOGISTICS","P.12A05-12A06, Tầng 12A, Tòa Discovery Complex (Tháp A), số 302 đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","0311671346-001","Phường Dịch Vọng","Quận Cầu Giấy","Hà Nội","Việt Nam","CHI NHÁNH HÀ NỘI - CÔNG TY TNHH IUM LOGISTICS","dung@ium.com.vn;tham@ium.com.vn"
"CÔNG TY CỔ PHẦN MAXX PLASTIC","Đội 1, Thôn Đĩnh Tú, Xã Cấn Hữu, Huyện Quốc Oai, Thành phố Hà Nội, Việt Nam","0108133816","Xã Cấn Hữu","Huyện Quốc Oai","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN MAXX PLASTIC","PHAMHONGSONHP1991@GMAIL.COM"
"CÔNG TY CỔ PHẦN VẢI NHÁM TRƯỜNG SƠN","CỤM CÔNG NGHIỆP NGỌC SƠN,TT CHÚC SƠN,CHƯƠNG MỸ,HÀ NỘI","0101468965",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN TẬP ĐOÀN MV","A15, ĐƯỜNG ĐỒNG BÔNG, P. DỊCH VỌNG HẬU, Q. CẦU GIẤY, TP. HÀ NỘI","0102766259",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN KẾT CẤU THÉP VÀ THIẾT BỊ NÂNG VIỆT NAM","Lô A1-KCN Phúc Điền,Cẩm Giàng,Hải Dương","0800341376",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH XUẤT NHẬP KHẨU HẢI MINH","TẦNG 2,SỐ 41 THI SÁCH, NGÔ THÌ NHẬM,HAI BÀ TRƯNG, HN","0101796162",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN BRECUS","SỐ 27G, NGÁCH 68/53, NGÕ 68 ĐƯỜNG CẦU GIẤY, PHƯỜNG QUAN HOA, QUẬN CẦU GIẤY, HÀ NỘI","0105877077",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN LIÊN VIỆT","62 TÔ VĨNH DIỆN , KHƯƠNG TRUNG,THANH XUÂN, HÀ NỘI","0101539302",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN MÁY VÀ THIẾT BỊ BÌNH MINH","Số3,Ngõ 268/58/18 Tổ 16 Ngọc Thuỵ,P.Ngọc Thuỵ,Q.Long Biên,Hà Nội","0105442968",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH VIỆT ÁNH DƯƠNG","Lầu 1 Cao ốc An Khang, Số 28, đường số 19, Phường An Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","0303216713","Phường An Phú","Thành phố Thủ Đức","Hồ Chí Minh","Việt Nam","CÔNG TY TNHH VIỆT ÁNH DƯƠNG","BUIMANHCUONG2908@GMAIL.COM"
"CÔNG TY TNHH BETTERIAL FILM TECHNOLOGY (VIỆT NAM)","Nhà xưởng 4, Lô CN14-3 Khu công nghiệp Yên Phong(khu mở rộng), Xã Dũng Liệt, Huyện Yên Phong, Tỉnh Bắc Ninh, Việt Nam","2301144030","Xã Dũng Liệt","Huyện Yên Phong","Bắc Ninh","Việt Nam","CÔNG TY TNHH BETTERIAL FILM TECHNOLOGY (VIỆT NAM)",NULL
"CÔNG TY CP XNK XÂY DỰNG VÀ PHÁT TRIỂN CÔNG NGHỆ HASINTECH","NỘI THƯƠNG, AN VIÊN, TIÊN LỮ, HƯNG YÊN","0102734828",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CONG TY TNHH SERIN VIET NAM","MINH DUC, MY HAO, HUNG YEN","0900273874",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH CHẾ TẠO MÁY ĐIỆN KHÍ PU BANG VIỆT NAM","TỔ DÂN PHỐ LIÊN PHÚ,PHƯỜNG KỲ LIÊN,THỊ XÃ KỲ ANH,TỈNH HÀ TĨNH,VIỆT NAM","3002019121",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH THIẾT BỊ Y TẾ VÀ VẬT TƯ KHOA HỌC KỸ THUẬT NAM THÀNH","TỔ DÂN PHỐ 1, PHƯỜNG PHÚ LƯƠNG, QUẬN HÀ ĐÔNG, THÀNH PHỐ HÀ NỘI","0105295865",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI VÀ SẢN XUẤT ĐẠI PHÁT","Số 1025, Đường Đê La Thành, Phường Ngọc Khánh, Quận Ba Đình, Thành Phố Hà Nội, Việt Nam","0103796908",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN ĐẦU TƯ THÁI HOÀ","575 MINH KHAI,PHƯỜNG VĨNH TUY,HAI BÀ TRƯNG,HÀ NỘI","0103336178",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH MỘT THÀNH VIÊN GIẦY LẬP THẠCH","THÔN VƯỜN TRÀNG, XÃ XUÂN LÔI, HUYỆN LẬP THẠCH, TỈNH VĨNH PHÚC","2500316118",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN SEROMI","Số42 Phố Thái Hà,Phường Trung Liệt,Quận Đống Đa,Thành Phố Hà Nội","0104328966",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH DK SH VIỆT NAM","Số 23, đại lộ độc lập,KCN VIỆT NAM-SINGAPORE, THUẬN AN, BÌNH DƯƠNG","3700303206",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH NM GLOBAL","Tầng 3, tháp A Mandarin Garden 3, số 99 phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam","0109875070","Phường Tân Mai","Quận Hoàng Mai","Hà Nội","Việt Nam",NULL,NULL
"CTY TNHH MTV TM DƯƠNG QUANG","SÔ4 , NGÕ 1 HẠ LONG, QUẢNG NINH","5700829923",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH DỊCH VỤ VẬN TẢI VIỆT NHẬT SỐ 2","SỐ64 HOA LÂM - VIỆT HƯNG - LONG BIÊN - HÀ NỘI","0100113582",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"TCL INTERNATIONAL LOGISTICS PTE.LTD","261 Lavender street, #02-01,Singapore",NULL,NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỄN THÔNG TIẾN PHÁT","SỐ 46 ĐIỆN BIÊN PHỦ, P. MINH KHAI, Q. HỒNG BÀNG, TP. HẢI PHÒNG","0200727346",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH OSCO INTERNATIONAL","TẦNG 11,TOÀ NHÀ 3D,ĐƯỜNG DUY TÂN,P.DỊCH VỌNG HẬU,Q. CẦU GIẤY HÀ NỘI","0102597963",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH ĐẦU TƯ YONZ TECHNOLOGY (VIỆT NAM)","Lô CN-02, khu công nghiệp Yên Lư, Xã Yên Lư, Huyện Yên Dũng, Tỉnh Bắc Giang, Việt Nam","2400960255","Xã Yên Lư","Huyện Yên Dũng","Bắc Giang","Việt Nam","CÔNG TY TNHH ĐẦU TƯ YONZ TECHNOLOGY (VIỆT NAM)","ruanwenda@yonz.com;Tranduyson2411@gmail.com"
"CÔNG TY TNHH  XUẤT NHẬP KHẨU QUỐC TẾ LS","SỐ 21 ĐƯỜNG NA LÀNG, THỊ TRẤN CAO LỘC, HUYỆN CAO LỘC, TỈNH LẠNG SƠN","4900770986",NULL,NULL,NULL,"Việt Nam","CÔNG TY TNHH  XUẤT NHẬP KHẨU QUỐC TẾ LS","QTLS.KETOAN@GMAIL.COM"
"CÔNG TY TNHH T&P NEW STAR","HH03-01, Khu đô thị Vinhomes Star City, Phường Đông Hải, Thành phố Thanh Hoá, Tỉnh Thanh Hoá, Việt Nam","2802925807","Phường Đông Hải","Thành phố Thanh Hoá","Thanh Hoá","Việt Nam","CÔNG TY TNHH T&P NEW STAR","VUHUUTRANGHP@GMAIL.COM"
"CÔNG TY TNHH ELITE GROUP HÀ NỘI","KHU D, ĐƯỜNG N2, KHU CN HÒA MẠC, DUY TIÊN, HÀ NAM","0700641520",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH KỸ THUẬT HỢP NHẤT - CHI NHÁNH HÀ NỘI","96/107 ĐƯỜNG NGÔ GIA TỰ, PHƯỜNG ĐỨC GIANG, QUẬN LONG BIÊN, TP HÀ NỘI","0305060317-001",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH ẮC QUY ÁNH DƯƠNG","Số 399 Đà Nẵng, Phường Đông Hải 1, Quận Hải An, Thành phố Hải Phòng, Việt Nam","0201863768","Phường Đông Hải 1","Quận Hải An","Hải Phòng","Việt Nam",NULL,NULL
"CÔNG TY TNHH SEO CLOTHING","LÔ CN5 CỤM CNTT VỪA VÀ NHỎ XÃ MINH KHAI HUYỆN TỪ LIÊM HÀ NỘI","0105355320",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ XUẤT NHẬP KHẨU TG VIỆT NAM","SỐ B7,NGÕ 194 ĐƯỜNG GIẢI PHÓNG,P.PHƯƠNG LIỆT,Q.THANH XUÂN,TP HÀ NỘI,VIỆT NAM","0106819818",NULL,NULL,NULL,"Việt Nam","CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ XUẤT NHẬP KHẨU TG VIỆT NAM","TRUNGTHUYCR@GMAIL.COM"
"CÔNG TY TNHH THƯƠNG MẠI VÀ CÔNG NGHỆ QUỐC TẾ VIỆT","Tầng 9, tòa nhà Minh Thái, số 248 đường Nguyễn Lương Bằng, Phường Thanh Bình, Thành phố Hải Dương, Tỉnh Hải Dương, Việt Nam","0801278134","Phường Thanh Bình","Thành phố Hải Dương","Hải Dương","Việt Nam","CÔNG TY TNHH THƯƠNG MẠI VÀ CÔNG NGHỆ QUỐC TẾ VIỆT","TANTOANVANTAIHP@GMAIL.COM"
"CÔNG TY TNHH KMG VIỆT NAM","Lô đất VI-2.1, Đường D và N1, Khu công nghiệp Quế Võ II, Xã Ngọc Xá, Huyện Quế Võ, Tỉnh Bắc Ninh, Việt Nam","2300779599","Xã Ngọc Xá","Huyện Quế Võ","Bắc Ninh","Việt Nam","CÔNG TY TNHH KMG VIỆT NAM","SEA-IMPORT@NAMYANGGLOBAL.NET"
"CÔNG TY TNHH POLARIUM VIỆT NAM","Nhà xưởng W3A, W2B, W2C, Lô CN4.2B, CN4.2B1, CN4.2B2, CN4.2B3A, KCN Đình Vũ, Phường Đông Hải 2, Quận Hải An, Thành phố Hải Phòng, Việt Nam","0202099739","Phường Đông Hải 2","Quận Hải An","Hải Phòng","Việt Nam","CÔNG TY TNHH POLARIUM VIỆT NAM",NULL
"CÔNG TY TNHH YASUDA LOGISTICS (VIỆT NAM)","Tầng 4, toà nhà Grand, số 30, 32 Hoà Mã, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam","0104102976","Phường Phạm Đình Hổ","Quận Hai Bà Trưng","Hà Nội","Việt Nam","CÔNG TY TNHH YASUDA LOGISTICS (VIỆT NAM)","HOADON.THANH@GMAIL.COM;cs2.hph@pacificlogistics.com.vn;tungvu2543@gmail.com"
"Công Ty TNHH Keosung Comp Vina","Tầng 4,P406 Số 39 Lý Thái Tổ,Phường Võ Cường,Thành Phố Bắc Ninh, tỉnh Bắc Ninh,VN","2300904200",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ GIAO NHẬN AN PHÁT","Số 5 ngõ 26 phố Trần Quý Cáp, Phường Văn Miếu, Quận Đống đa, Thành phố Hà Nội, Việt Nam","0108255941","Phường Văn Miếu","Quận Đống đa","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ GIAO NHẬN AN PHÁT","DANGHANG1080@GMAIL.COM"
"CÔNG TY TNHH TIẾP VẬN TOÀN CẦU JD","19 Đống Đa, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","0316014665","Phường 2","Quận Tân Bình","Hồ Chí Minh","Việt Nam","CÔNG TY TNHH TIẾP VẬN TOÀN CẦU JD","accounting@jd-globallogistics.com;jenny@jd-globallogistics.vn"
"CÔNG TY TNHH SHUN RONG","CCN CỘNG HÒA,XÃ CỘNG HÒA,HUYỆN KIM THÀNH,TỈNH HẢI DƯƠNG","0801142493",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN ĐẦU TƯ XUẤT NHẬP KHẨU ARTEX","SỐ 33 B PHẠM NGŨ LÃO,PHƯỜNG PHAN CHU TRINH,QUẬN HOÀN KIẾM,THÀNH PHỐ HÀ NỘI","0102807441",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN XUÂN HÒA VIỆT NAM","Đường Nguyễn Văn Linh, Phường Xuân Hoà, Thành phố Phúc Yên, Tỉnh Vĩnh Phúc, Việt Nam","2500161922","Phường Xuân Hoà","Thành phố Phúc Yên","Vĩnh Phúc","Việt Nam","CÔNG TY CỔ PHẦN XUÂN HÒA VIỆT NAM",NULL
"CÔNG TY TNHH DV DẦU KHÍ NHỮNG TẦM CAO VIỆT NAM","58 ĐỒNG KHỞI,QUẬN 1 TP HỒ CHÍ MINH","0309913855",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH VIỆT PAN - PACIFIC NAM ĐỊNH","Thôn Giao Cù Trung, Xã Đồng Sơn, Huyện Nam Trực, Tỉnh Nam Định, Việt Nam","0601068771","Xã Đồng Sơn","Huyện Nam Trực","Nam Định","Việt Nam","HOÀNG","MICHAEL.HOANG@ITLVN.COM;HAIHAU.NGUYEN@CJ.NET"
"CÔNG TY TNHH MỘT THÀNH VIÊN GIAO NHẬN LIÊN VẬN THÁI BÌNH","75/4 HOÀNG SA,PHƯỜNG ĐAKAO,QUẬN 1 ,TP.HCM","0304834261",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH MTV NẾN NGHỆ THUẬT AIDI VIỆT NAM","Khu công nghiệp Cái Lân, Phường Giếng Đáy, Thành phố Hạ Long, Tỉnh Quảng Ninh, Việt Nam","5700480047","Phường Giếng Đáy","Thành phố Hạ Long","Quảng Ninh","Việt Nam","CÔNG TY TNHH MTV NẾN NGHỆ THUẬT AIDI VIỆT NAM","minhhangaidi@gmail.com"
"CÔNG TY TNHH THƯƠNG MẠI VÀ KỸ THUẬT Á CHÂU","Số 106 ngõ 84 phố Ngọc Khánh, Phường Giảng Võ, Quận Ba Đình, Thành phố Hà Nội, Việt Nam","0101294437","Phường Giảng Võ","Quận Ba Đình","Hà Nội","Việt Nam","CÔNG TY TNHH THƯƠNG MẠI VÀ KỸ THUẬT Á CHÂU","kimhue@thietbidienachau.com.vn;luuduyen0805@gmail.com"
"CÔNG TY TRÁCH NHIỆM HỮU HẠN GIANT-V","Số 32 đường Nguyễn Văn Linh,P.Đông Hải,Q, Lê Chân,TP.Hải Phòng,Việt Nam","0200107977",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH PHƯƠNG NGỌC","Lô 9, đường D5, Cụm công nghiệp An Xá, Xã Lộc An, Thành phố Nam Định, Tỉnh Nam Định, Việt Nam","0600328402","Xã Lộc An","Thành phố Nam Định","Nam Định","Việt Nam","CÔNG TY TNHH PHƯƠNG NGỌC","BHLDPHUONGNGOC@GMAIL.COM;DANGDUYDOI1978@GMAIL.COM"
"CN CTY TNHH K-LINE (VIET NAM) TẠI HẢI PHÒNG","P413,Tòa Nhà TD Business Center, Lô 20A Lê Hồng Phong,Q.Ngô Quyền,TP.Hải Phòng","0102117575001",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH PADMAC VIỆT NAM","LÔ G9,Môtj phần lô G2,G3,G8,đường N-1,KCN Bảo Minh,Huyện Vụ Bản,Nam Định","0601039121",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG & THƯƠNG MẠI THẾ LONG","SỐ 30 THANH LÃM PHÚ LÃM HÀ ĐÔNG HÀ NỘI","0500473149",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CTY CỔ PHẦN KỸ THUẬT ÁNH DƯƠNG",NULL,"0101624702",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN HỢP NHẤT QUỐC TẾ","Tầng 2, Tòa nhà CT4, Vimeco 2, phố Nguyễn Chánh, Phường Trung Hoà, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","0305141894","Phường Trung Hoà","Quận Cầu Giấy","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN HỢP NHẤT QUỐC TẾ","hoadt@hopnhat.vn;chivl1@hncjsc.vn;forwarding@hopnhat.vn;chivl1@hncjsc.vn;forwarding@hopnhat.vn;tantoanvantaihp@gmail.com;LINHLT@HOPNHAT.VN;uyenpth@hopnhat.vn"
"CÔNG TY TNHH MỘT THÀNH VIÊN HÀ THÀNH","SỐ 99 ĐƯỜNG LÊ DUẨN, PHƯỜNG CỬA NAM, QUẬN HOÀN KIẾM, THÀNH PHỐ HÀ NỘI","0100108529",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN GIẤY RÁP VIỆT HÀN","XÃ NINH SỞ, HUYỆN THƯỜNG TÍN, TP.HÀ NỘI - VIỆT NAM","0500580694",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH BÌNH MINH  -ENTER.B","TỔ 10, THI TRẤN ĐÔNG HƯNG, ĐÔNG HƯNG, THÁI BÌNH","1000891598",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH MINH HOÀNG GIA","SỐ 27 NGÔ QUYỀN,PHƯỜNG MÁY CHAI,QUẬN NGÔ QUYỀN,HẢI PHÒNG","0201044092",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH THIẾT BỊ CƠ KHÍ DGM","Tổ dân phố Quyết Tiến, Phường Kỳ Phương, Thị xã Kỳ Anh, Tỉnh Hà Tĩnh, Việt Nam","3002264860","Phường Kỳ Phương","Thị xã Kỳ Anh","Hà Tĩnh","Việt Nam","CÔNG TY TNHH THIẾT BỊ CƠ KHÍ DGM","thietbicokhidgm@gmail.com;PHAMTRUNGHOANG90@GMAIL.COM"
"CÔNG TY TNHH THƯƠNG MẠI MHT VIỆT NAM","SỐ 105 NHÀ B8,TT TÂN MAI,P. TÂN MAI,Q.HOÀNG MAI,HN","0106789183",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH TRANCY LOGISTICS (VIỆT NAM)","Tầng 22, tòa nhà ICON4, 243A Đê La Thành, Phường Láng Thượng, Quận Đống đa, Thành phố Hà Nội, Việt Nam","0104408890","Phường Láng Thượng","Quận Đống đa","Hà Nội","Việt Nam","CÔNG TY TNHH TRANCY LOGISTICS (VIỆT NAM)","INDOCHINA@GMAIL.COM"
"CÔNG TY CỔ PHẦN THƯƠNG MẠI,DỊCH VỤ BAILAN VIỆT NAM","Số 16,tổ 45,ngõ 12 đường Khuất Duy Tiến,P.Thanh Xuân Trung,Q.Thanh Xuân,TP.Hà Nội","0106905697",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH UNIGEN VIỆT NAM HÀ NỘI","Số 11,đường 8,KCN đô thị và dịch vụ VSIP Bắc Ninh,xã Phù Chẩn,thị xã Từ sơn,tỉnh Bắc Ninh","2300674028",NULL,NULL,NULL,"Việt Nam",NULL,NULL
